1,2026,6,23,"recu GI",1,once,normal
2,2026,6,11,"DSI parcial teoria UX",1,once,normal
3,2026,7,2,"DSI parcial DSD DCD",1,once,normal
4,2026,7,23,"recu DSI UX",1,once,normal
5,2026,9,17,"recu DSI practica",1,once,normal
6,2026,10,15,"DSI teoria DCU",1,once,normal
7,2026,10,29,"recu teoria DCU",1,once,normal
8,2026,6,16,"GI parcial",1,once,normal
9,2026,7,3,"fisica 2 parcial 1",1,once,normal
10,2026,5,18,"final adesi",1,once,done
